obsv_name_nm,sdnm_nm,sgnm_nm,sggnm_nm,umdnm_nm,ri_nm,decdt_dt,lev_hg,decrst_cn
창원합성,경상남도,창원시,창원시마산회원구,합성동,0,2020-05-15,17.868,정상
창원합성,경상남도,창원시,창원시마산회원구,합성동,0,2020-05-16,17.868,정상
창원합성,경상남도,창원시,창원시마산회원구,합성동,0,2020-05-22,17.868,정상
창원합성,경상남도,창원시,창원시마산회원구,합성동,0,2020-05-10,18.118,정상
창원합성,경상남도,창원시,창원시마산회원구,합성동,0,2020-05-08,17.868,정상
창원합성,경상남도,창원시,창원시마산회원구,합성동,0,2020-05-18,17.981,정상
창원합성,경상남도,창원시,창원시마산회원구,합성동,0,2020-05-02,17.868,정상
창원합성,경상남도,창원시,창원시마산회원구,합성동,0,2020-05-23,17.868,정상
창원합성,경상남도,창원시,창원시마산회원구,합성동,0,2020-05-11,18.118,정상
창원합성,경상남도,창원시,창원시마산회원구,합성동,0,2020-05-12,18.118,정상
창원합성,경상남도,창원시,창원시마산회원구,합성동,0,2020-05-19,17.981,정상
창원합성,경상남도,창원시,창원시마산회원구,합성동,0,2020-05-13,17.682,정상
창원합성,경상남도,창원시,창원시마산회원구,합성동,0,2020-05-03,17.868,정상
창원합성,경상남도,창원시,창원시마산회원구,합성동,0,2020-05-01,17.868,정상
창원합성,경상남도,창원시,창원시마산회원구,합성동,0,2020-05-04,17.981,정상
창원합성,경상남도,창원시,창원시마산회원구,합성동,0,2020-05-09,17.868,정상
창원합성,경상남도,창원시,창원시마산회원구,합성동,0,2020-05-07,17.868,정상
창원합성,경상남도,창원시,창원시마산회원구,합성동,0,2020-05-05,17.868,정상
창원합성,경상남도,창원시,창원시마산회원구,합성동,0,2020-05-20,17.868,정상
창원합성,경상남도,창원시,창원시마산회원구,합성동,0,2020-05-21,17.868,정상
창원합성,경상남도,창원시,창원시마산회원구,합성동,0,2020-05-14,17.868,정상
창원합성,경상남도,창원시,창원시마산회원구,합성동,0,2020-05-17,17.981,정상
창원합성,경상남도,창원시,창원시마산회원구,합성동,0,2020-05-06,17.868,정상
창원합성,경상남도,창원시,창원시마산회원구,합성동,0,2020-05-31,17.603,정상
창원합성,경상남도,창원시,창원시마산회원구,합성동,0,2020-05-26,17.769,정상
창원합성,경상남도,창원시,창원시마산회원구,합성동,0,2020-05-24,17.769,정상
창원합성,경상남도,창원시,창원시마산회원구,합성동,0,2020-05-30,17.603,정상
창원합성,경상남도,창원시,창원시마산회원구,합성동,0,2020-05-29,17.682,정상
창원합성,경상남도,창원시,창원시마산회원구,합성동,0,2020-05-25,17.769,정상
창원합성,경상남도,창원시,창원시마산회원구,합성동,0,2020-05-27,17.769,정상
창원합성,경상남도,창원시,창원시마산회원구,합성동,0,2020-05-28,17.682,정상
밀양하남,경상남도,밀양시,밀양시,하남읍,수산리,2020-05-15,4.071,정상
밀양하남,경상남도,밀양시,밀양시,하남읍,수산리,2020-05-16,4.071,정상
밀양하남,경상남도,밀양시,밀양시,하남읍,수산리,2020-05-22,4.071,정상
밀양하남,경상남도,밀양시,밀양시,하남읍,수산리,2020-05-10,4.071,정상
밀양하남,경상남도,밀양시,밀양시,하남읍,수산리,2020-05-08,4.071,정상
밀양하남,경상남도,밀양시,밀양시,하남읍,수산리,2020-05-18,4.071,정상
밀양하남,경상남도,밀양시,밀양시,하남읍,수산리,2020-05-02,2.493,정상
밀양하남,경상남도,밀양시,밀양시,하남읍,수산리,2020-05-23,4.071,정상
밀양하남,경상남도,밀양시,밀양시,하남읍,수산리,2020-05-11,4.071,정상
밀양하남,경상남도,밀양시,밀양시,하남읍,수산리,2020-05-12,4.071,정상
밀양하남,경상남도,밀양시,밀양시,하남읍,수산리,2020-05-19,4.071,정상
밀양하남,경상남도,밀양시,밀양시,하남읍,수산리,2020-05-13,4.071,정상
밀양하남,경상남도,밀양시,밀양시,하남읍,수산리,2020-05-03,2.493,정상
밀양하남,경상남도,밀양시,밀양시,하남읍,수산리,2020-05-01,2.493,정상
밀양하남,경상남도,밀양시,밀양시,하남읍,수산리,2020-05-04,4.071,정상
밀양하남,경상남도,밀양시,밀양시,하남읍,수산리,2020-05-09,4.071,정상
밀양하남,경상남도,밀양시,밀양시,하남읍,수산리,2020-05-07,4.071,정상
밀양하남,경상남도,밀양시,밀양시,하남읍,수산리,2020-05-05,4.071,정상
밀양하남,경상남도,밀양시,밀양시,하남읍,수산리,2020-05-20,4.071,정상
밀양하남,경상남도,밀양시,밀양시,하남읍,수산리,2020-05-21,4.071,정상
밀양하남,경상남도,밀양시,밀양시,하남읍,수산리,2020-05-14,4.071,정상
밀양하남,경상남도,밀양시,밀양시,하남읍,수산리,2020-05-17,4.071,정상
밀양하남,경상남도,밀양시,밀양시,하남읍,수산리,2020-05-06,4.071,정상
밀양하남,경상남도,밀양시,밀양시,하남읍,수산리,2020-05-31,4.071,정상
밀양하남,경상남도,밀양시,밀양시,하남읍,수산리,2020-05-26,4.071,정상
밀양하남,경상남도,밀양시,밀양시,하남읍,수산리,2020-05-24,4.071,정상
밀양하남,경상남도,밀양시,밀양시,하남읍,수산리,2020-05-30,4.071,정상
밀양하남,경상남도,밀양시,밀양시,하남읍,수산리,2020-05-29,4.071,정상
밀양하남,경상남도,밀양시,밀양시,하남읍,수산리,2020-05-25,4.071,정상
밀양하남,경상남도,밀양시,밀양시,하남읍,수산리,2020-05-27,4.071,정상
밀양하남,경상남도,밀양시,밀양시,하남읍,수산리,2020-05-28,4.071,정상
사천사천,경상남도,사천시,사천시,사천읍,구암리,2020-05-15,26.941,정상
사천사천,경상남도,사천시,사천시,사천읍,구암리,2020-05-16,26.941,정상
사천사천,경상남도,사천시,사천시,사천읍,구암리,2020-05-22,26.913,정상
사천사천,경상남도,사천시,사천시,사천읍,구암리,2020-05-10,27.026,정상
사천사천,경상남도,사천시,사천시,사천읍,구암리,2020-05-08,26.941,정상
사천사천,경상남도,사천시,사천시,사천읍,구암리,2020-05-18,26.941,정상
사천사천,경상남도,사천시,사천시,사천읍,구암리,2020-05-02,26.969,정상
사천사천,경상남도,사천시,사천시,사천읍,구암리,2020-05-23,26.886,정상
사천사천,경상남도,사천시,사천시,사천읍,구암리,2020-05-11,27.026,정상
사천사천,경상남도,사천시,사천시,사천읍,구암리,2020-05-12,27.026,정상
사천사천,경상남도,사천시,사천시,사천읍,구암리,2020-05-19,26.969,정상
사천사천,경상남도,사천시,사천시,사천읍,구암리,2020-05-13,26.997,정상
사천사천,경상남도,사천시,사천시,사천읍,구암리,2020-05-03,26.913,정상
사천사천,경상남도,사천시,사천시,사천읍,구암리,2020-05-01,26.969,정상
사천사천,경상남도,사천시,사천시,사천읍,구암리,2020-05-04,26.997,정상
사천사천,경상남도,사천시,사천시,사천읍,구암리,2020-05-09,26.941,정상
사천사천,경상남도,사천시,사천시,사천읍,구암리,2020-05-07,26.913,정상
사천사천,경상남도,사천시,사천시,사천읍,구암리,2020-05-05,26.941,정상
사천사천,경상남도,사천시,사천시,사천읍,구암리,2020-05-20,26.941,정상
사천사천,경상남도,사천시,사천시,사천읍,구암리,2020-05-21,26.913,정상
사천사천,경상남도,사천시,사천시,사천읍,구암리,2020-05-14,26.969,정상
사천사천,경상남도,사천시,사천시,사천읍,구암리,2020-05-17,26.969,정상
사천사천,경상남도,사천시,사천시,사천읍,구암리,2020-05-06,26.941,정상
사천사천,경상남도,사천시,사천시,사천읍,구암리,2020-05-31,26.725,정상
사천사천,경상남도,사천시,사천시,사천읍,구암리,2020-05-26,26.832,정상
사천사천,경상남도,사천시,사천시,사천읍,구암리,2020-05-24,26.859,정상
사천사천,경상남도,사천시,사천시,사천읍,구암리,2020-05-30,26.752,정상
사천사천,경상남도,사천시,사천시,사천읍,구암리,2020-05-29,26.779,정상
사천사천,경상남도,사천시,사천시,사천읍,구암리,2020-05-25,26.832,정상
사천사천,경상남도,사천시,사천시,사천읍,구암리,2020-05-27,26.805,정상
사천사천,경상남도,사천시,사천시,사천읍,구암리,2020-05-28,26.805,정상
산청단성,경상남도,산청군,산청군,단성면,남사리,2020-05-15,51.516,관심
산청단성,경상남도,산청군,산청군,단성면,남사리,2020-05-16,51.608,정상
산청단성,경상남도,산청군,산청군,단성면,남사리,2020-05-22,51.498,관심
산청단성,경상남도,산청군,산청군,단성면,남사리,2020-05-10,51.858,정상
