obsv_name_nm,sdnm_nm,sgnm_nm,sggnm_nm,umdnm_nm,ri_nm,decdt_dt,lev_hg,decrst_cn
창원합성,경상남도,창원시,창원시마산회원구,합성동,0,2020-02-01,18.118,정상
창원합성,경상남도,창원시,창원시마산회원구,합성동,0,2020-02-02,17.981,정상
창원합성,경상남도,창원시,창원시마산회원구,합성동,0,2020-02-24,17.868,정상
창원합성,경상남도,창원시,창원시마산회원구,합성동,0,2020-02-23,17.868,정상
창원합성,경상남도,창원시,창원시마산회원구,합성동,0,2020-02-17,17.981,정상
창원합성,경상남도,창원시,창원시마산회원구,합성동,0,2020-02-28,18.118,정상
창원합성,경상남도,창원시,창원시마산회원구,합성동,0,2020-02-29,18.118,정상
창원합성,경상남도,창원시,창원시마산회원구,합성동,0,2020-02-06,17.868,정상
창원합성,경상남도,창원시,창원시마산회원구,합성동,0,2020-02-19,17.868,정상
창원합성,경상남도,창원시,창원시마산회원구,합성동,0,2020-02-12,17.769,정상
창원합성,경상남도,창원시,창원시마산회원구,합성동,0,2020-02-04,17.981,정상
창원합성,경상남도,창원시,창원시마산회원구,합성동,0,2020-02-05,17.981,정상
창원합성,경상남도,창원시,창원시마산회원구,합성동,0,2020-02-08,17.868,정상
창원합성,경상남도,창원시,창원시마산회원구,합성동,0,2020-02-09,17.769,정상
창원합성,경상남도,창원시,창원시마산회원구,합성동,0,2020-02-16,17.981,정상
창원합성,경상남도,창원시,창원시마산회원구,합성동,0,2020-02-20,17.868,정상
창원합성,경상남도,창원시,창원시마산회원구,합성동,0,2020-02-03,17.981,정상
창원합성,경상남도,창원시,창원시마산회원구,합성동,0,2020-02-14,18.118,정상
창원합성,경상남도,창원시,창원시마산회원구,합성동,0,2020-02-10,17.769,정상
창원합성,경상남도,창원시,창원시마산회원구,합성동,0,2020-02-18,17.981,정상
창원합성,경상남도,창원시,창원시마산회원구,합성동,0,2020-02-25,17.868,정상
창원합성,경상남도,창원시,창원시마산회원구,합성동,0,2020-02-07,17.868,정상
창원합성,경상남도,창원시,창원시마산회원구,합성동,0,2020-02-21,17.868,정상
창원합성,경상남도,창원시,창원시마산회원구,합성동,0,2020-02-11,17.682,정상
창원합성,경상남도,창원시,창원시마산회원구,합성동,0,2020-02-13,17.981,정상
창원합성,경상남도,창원시,창원시마산회원구,합성동,0,2020-02-26,18.118,정상
창원합성,경상남도,창원시,창원시마산회원구,합성동,0,2020-02-27,18.118,정상
창원합성,경상남도,창원시,창원시마산회원구,합성동,0,2020-02-22,17.868,정상
창원합성,경상남도,창원시,창원시마산회원구,합성동,0,2020-02-15,17.981,정상
밀양하남,경상남도,밀양시,밀양시,하남읍,수산리,2020-02-01,-3.503,정상
밀양하남,경상남도,밀양시,밀양시,하남읍,수산리,2020-02-02,-3.261,정상
밀양하남,경상남도,밀양시,밀양시,하남읍,수산리,2020-02-24,-2.310,정상
밀양하남,경상남도,밀양시,밀양시,하남읍,수산리,2020-02-23,-2.643,정상
밀양하남,경상남도,밀양시,밀양시,하남읍,수산리,2020-02-17,-2.470,정상
밀양하남,경상남도,밀양시,밀양시,하남읍,수산리,2020-02-28,-1.667,정상
밀양하남,경상남도,밀양시,밀양시,하남읍,수산리,2020-02-29,-0.992,정상
밀양하남,경상남도,밀양시,밀양시,하남읍,수산리,2020-02-06,-3.982,정상
밀양하남,경상남도,밀양시,밀양시,하남읍,수산리,2020-02-19,-3.503,정상
밀양하남,경상남도,밀양시,밀양시,하남읍,수산리,2020-02-12,-3.035,정상
밀양하남,경상남도,밀양시,밀양시,하남읍,수산리,2020-02-04,-3.748,정상
밀양하남,경상남도,밀양시,밀양시,하남읍,수산리,2020-02-05,-3.748,정상
밀양하남,경상남도,밀양시,밀양시,하남읍,수산리,2020-02-08,-3.982,정상
밀양하남,경상남도,밀양시,밀양시,하남읍,수산리,2020-02-09,-3.982,정상
밀양하남,경상남도,밀양시,밀양시,하남읍,수산리,2020-02-16,-1.777,정상
밀양하남,경상남도,밀양시,밀양시,하남읍,수산리,2020-02-20,-2.830,정상
밀양하남,경상남도,밀양시,밀양시,하남읍,수산리,2020-02-03,-3.503,정상
밀양하남,경상남도,밀양시,밀양시,하남읍,수산리,2020-02-14,-2.470,정상
밀양하남,경상남도,밀양시,밀양시,하남읍,수산리,2020-02-10,-3.982,정상
밀양하남,경상남도,밀양시,밀양시,하남읍,수산리,2020-02-18,-3.261,정상
밀양하남,경상남도,밀양시,밀양시,하남읍,수산리,2020-02-25,-1.777,정상
밀양하남,경상남도,밀양시,밀양시,하남읍,수산리,2020-02-07,-4.198,정상
밀양하남,경상남도,밀양시,밀양시,하남읍,수산리,2020-02-21,-2.830,정상
밀양하남,경상남도,밀양시,밀양시,하남읍,수산리,2020-02-11,-3.982,정상
밀양하남,경상남도,밀양시,밀양시,하남읍,수산리,2020-02-13,-2.470,정상
밀양하남,경상남도,밀양시,밀양시,하남읍,수산리,2020-02-26,-1.213,정상
밀양하남,경상남도,밀양시,밀양시,하남읍,수산리,2020-02-22,-2.023,정상
밀양하남,경상남도,밀양시,밀양시,하남읍,수산리,2020-02-15,-2.161,정상
밀양하남,경상남도,밀양시,밀양시,하남읍,수산리,2020-02-27,-1.063,정상
사천사천,경상남도,사천시,사천시,사천읍,구암리,2020-02-01,27.403,정상
사천사천,경상남도,사천시,사천시,사천읍,구암리,2020-02-02,27.370,정상
사천사천,경상남도,사천시,사천시,사천읍,구암리,2020-02-24,27.239,정상
사천사천,경상남도,사천시,사천시,사천읍,구암리,2020-02-23,27.239,정상
사천사천,경상남도,사천시,사천시,사천읍,구암리,2020-02-17,27.337,정상
사천사천,경상남도,사천시,사천시,사천읍,구암리,2020-02-28,27.370,정상
사천사천,경상남도,사천시,사천시,사천읍,구암리,2020-02-29,27.370,정상
사천사천,경상남도,사천시,사천시,사천읍,구암리,2020-02-06,27.304,정상
사천사천,경상남도,사천시,사천시,사천읍,구암리,2020-02-19,27.271,정상
사천사천,경상남도,사천시,사천시,사천읍,구암리,2020-02-12,27.239,정상
사천사천,경상남도,사천시,사천시,사천읍,구암리,2020-02-04,27.337,정상
사천사천,경상남도,사천시,사천시,사천읍,구암리,2020-02-05,27.304,정상
사천사천,경상남도,사천시,사천시,사천읍,구암리,2020-02-08,27.271,정상
사천사천,경상남도,사천시,사천시,사천읍,구암리,2020-02-09,27.271,정상
사천사천,경상남도,사천시,사천시,사천읍,구암리,2020-02-16,27.337,정상
사천사천,경상남도,사천시,사천시,사천읍,구암리,2020-02-20,27.271,정상
사천사천,경상남도,사천시,사천시,사천읍,구암리,2020-02-03,27.337,정상
사천사천,경상남도,사천시,사천시,사천읍,구암리,2020-02-14,27.337,정상
사천사천,경상남도,사천시,사천시,사천읍,구암리,2020-02-10,27.271,정상
사천사천,경상남도,사천시,사천시,사천읍,구암리,2020-02-18,27.304,정상
사천사천,경상남도,사천시,사천시,사천읍,구암리,2020-02-25,27.239,정상
사천사천,경상남도,사천시,사천시,사천읍,구암리,2020-02-07,27.304,정상
사천사천,경상남도,사천시,사천시,사천읍,구암리,2020-02-21,27.271,정상
사천사천,경상남도,사천시,사천시,사천읍,구암리,2020-02-11,27.271,정상
사천사천,경상남도,사천시,사천시,사천읍,구암리,2020-02-13,27.304,정상
사천사천,경상남도,사천시,사천시,사천읍,구암리,2020-02-26,27.271,정상
사천사천,경상남도,사천시,사천시,사천읍,구암리,2020-02-22,27.271,정상
사천사천,경상남도,사천시,사천시,사천읍,구암리,2020-02-15,27.337,정상
