obsv_name_nm,sdnm_nm,sgnm_nm,sggnm_nm,umdnm_nm,ri_nm,decdt_dt,lev_hg,decrst_cn
창원합성,경상남도,창원시,창원시마산회원구,합성동,0,2020-09-11,18.118,정상
창원합성,경상남도,창원시,창원시마산회원구,합성동,0,2020-09-01,17.981,정상
창원합성,경상남도,창원시,창원시마산회원구,합성동,0,2020-09-06,18.118,정상
창원합성,경상남도,창원시,창원시마산회원구,합성동,0,2020-09-09,18.118,정상
창원합성,경상남도,창원시,창원시마산회원구,합성동,0,2020-09-05,18.118,정상
창원합성,경상남도,창원시,창원시마산회원구,합성동,0,2020-09-08,18.568,정상
창원합성,경상남도,창원시,창원시마산회원구,합성동,0,2020-09-03,18.295,정상
창원합성,경상남도,창원시,창원시마산회원구,합성동,0,2020-09-04,18.295,정상
창원합성,경상남도,창원시,창원시마산회원구,합성동,0,2020-09-12,18.118,정상
창원합성,경상남도,창원시,창원시마산회원구,합성동,0,2020-09-02,17.981,정상
창원합성,경상남도,창원시,창원시마산회원구,합성동,0,2020-09-07,18.295,정상
창원합성,경상남도,창원시,창원시마산회원구,합성동,0,2020-09-10,18.118,정상
창원합성,경상남도,창원시,창원시마산회원구,합성동,0,2020-09-26,17.868,정상
창원합성,경상남도,창원시,창원시마산회원구,합성동,0,2020-09-27,17.868,정상
창원합성,경상남도,창원시,창원시마산회원구,합성동,0,2020-09-16,17.981,정상
창원합성,경상남도,창원시,창원시마산회원구,합성동,0,2020-09-20,17.981,정상
창원합성,경상남도,창원시,창원시마산회원구,합성동,0,2020-09-29,17.868,정상
창원합성,경상남도,창원시,창원시마산회원구,합성동,0,2020-09-18,17.981,정상
창원합성,경상남도,창원시,창원시마산회원구,합성동,0,2020-09-30,17.868,정상
창원합성,경상남도,창원시,창원시마산회원구,합성동,0,2020-09-21,17.981,정상
창원합성,경상남도,창원시,창원시마산회원구,합성동,0,2020-09-17,17.981,정상
창원합성,경상남도,창원시,창원시마산회원구,합성동,0,2020-09-25,17.981,정상
창원합성,경상남도,창원시,창원시마산회원구,합성동,0,2020-09-23,17.981,정상
창원합성,경상남도,창원시,창원시마산회원구,합성동,0,2020-09-14,18.118,정상
창원합성,경상남도,창원시,창원시마산회원구,합성동,0,2020-09-13,18.118,정상
창원합성,경상남도,창원시,창원시마산회원구,합성동,0,2020-09-15,17.981,정상
창원합성,경상남도,창원시,창원시마산회원구,합성동,0,2020-09-19,17.981,정상
창원합성,경상남도,창원시,창원시마산회원구,합성동,0,2020-09-24,17.981,정상
창원합성,경상남도,창원시,창원시마산회원구,합성동,0,2020-09-22,17.868,정상
창원합성,경상남도,창원시,창원시마산회원구,합성동,0,2020-09-28,17.868,정상
밀양하남,경상남도,밀양시,밀양시,하남읍,수산리,2020-09-11,0.759,정상
밀양하남,경상남도,밀양시,밀양시,하남읍,수산리,2020-09-01,0.321,정상
밀양하남,경상남도,밀양시,밀양시,하남읍,수산리,2020-09-06,1.030,정상
밀양하남,경상남도,밀양시,밀양시,하남읍,수산리,2020-09-09,1.356,정상
밀양하남,경상남도,밀양시,밀양시,하남읍,수산리,2020-09-05,1.356,정상
밀양하남,경상남도,밀양시,밀양시,하남읍,수산리,2020-09-08,1.453,정상
밀양하남,경상남도,밀양시,밀양시,하남읍,수산리,2020-09-03,0.559,정상
밀양하남,경상남도,밀양시,밀양시,하남읍,수산리,2020-09-04,1.356,정상
밀양하남,경상남도,밀양시,밀양시,하남읍,수산리,2020-09-12,0.718,정상
밀양하남,경상남도,밀양시,밀양시,하남읍,수산리,2020-09-02,0.321,정상
밀양하남,경상남도,밀양시,밀양시,하남읍,수산리,2020-09-07,0.887,정상
밀양하남,경상남도,밀양시,밀양시,하남읍,수산리,2020-09-10,0.887,정상
