obsv_name_nm,sdnm_nm,sgnm_nm,sggnm_nm,umdnm_nm,ri_nm,decdt_dt,lev_hg,decrst_cn
창원합성,경상남도,창원시,창원시마산회원구,합성동,0,2021-02-01,17.398,정상
창원합성,경상남도,창원시,창원시마산회원구,합성동,0,2021-02-02,17.530,정상
창원합성,경상남도,창원시,창원시마산회원구,합성동,0,2021-02-26,17.603,정상
창원합성,경상남도,창원시,창원시마산회원구,합성동,0,2021-02-22,17.603,정상
창원합성,경상남도,창원시,창원시마산회원구,합성동,0,2021-02-05,17.603,정상
창원합성,경상남도,창원시,창원시마산회원구,합성동,0,2021-02-15,17.462,정상
창원합성,경상남도,창원시,창원시마산회원구,합성동,0,2021-02-08,17.530,정상
창원합성,경상남도,창원시,창원시마산회원구,합성동,0,2021-02-19,17.603,정상
창원합성,경상남도,창원시,창원시마산회원구,합성동,0,2021-02-16,17.603,정상
창원합성,경상남도,창원시,창원시마산회원구,합성동,0,2021-02-04,17.603,정상
창원합성,경상남도,창원시,창원시마산회원구,합성동,0,2021-02-13,17.462,정상
창원합성,경상남도,창원시,창원시마산회원구,합성동,0,2021-02-18,17.603,정상
창원합성,경상남도,창원시,창원시마산회원구,합성동,0,2021-02-23,17.530,정상
창원합성,경상남도,창원시,창원시마산회원구,합성동,0,2021-02-09,17.530,정상
창원합성,경상남도,창원시,창원시마산회원구,합성동,0,2021-02-25,17.603,정상
창원합성,경상남도,창원시,창원시마산회원구,합성동,0,2021-02-06,17.603,정상
창원합성,경상남도,창원시,창원시마산회원구,합성동,0,2021-02-12,17.462,정상
창원합성,경상남도,창원시,창원시마산회원구,합성동,0,2021-02-07,17.530,정상
창원합성,경상남도,창원시,창원시마산회원구,합성동,0,2021-02-27,17.682,정상
창원합성,경상남도,창원시,창원시마산회원구,합성동,0,2021-02-20,17.603,정상
창원합성,경상남도,창원시,창원시마산회원구,합성동,0,2021-02-14,17.462,정상
창원합성,경상남도,창원시,창원시마산회원구,합성동,0,2021-02-11,17.462,정상
창원합성,경상남도,창원시,창원시마산회원구,합성동,0,2021-02-10,17.530,정상
창원합성,경상남도,창원시,창원시마산회원구,합성동,0,2021-02-24,17.603,정상
창원합성,경상남도,창원시,창원시마산회원구,합성동,0,2021-02-03,17.462,정상
창원합성,경상남도,창원시,창원시마산회원구,합성동,0,2021-02-28,17.682,정상
창원합성,경상남도,창원시,창원시마산회원구,합성동,0,2021-02-21,17.603,정상
창원합성,경상남도,창원시,창원시마산회원구,합성동,0,2021-02-17,17.603,정상
밀양하남,경상남도,밀양시,밀양시,하남읍,수산리,2021-02-01,-7.818,경계
밀양하남,경상남도,밀양시,밀양시,하남읍,수산리,2021-02-02,-7.818,경계
밀양하남,경상남도,밀양시,밀양시,하남읍,수산리,2021-02-26,-7.273,경계
밀양하남,경상남도,밀양시,밀양시,하남읍,수산리,2021-02-05,-7.818,경계
밀양하남,경상남도,밀양시,밀양시,하남읍,수산리,2021-02-15,-7.818,경계
밀양하남,경상남도,밀양시,밀양시,하남읍,수산리,2021-02-08,-7.818,경계
밀양하남,경상남도,밀양시,밀양시,하남읍,수산리,2021-02-19,-7.818,경계
밀양하남,경상남도,밀양시,밀양시,하남읍,수산리,2021-02-16,-7.818,경계
밀양하남,경상남도,밀양시,밀양시,하남읍,수산리,2021-02-04,-7.818,경계
밀양하남,경상남도,밀양시,밀양시,하남읍,수산리,2021-02-22,-7.818,경계
밀양하남,경상남도,밀양시,밀양시,하남읍,수산리,2021-02-13,-7.818,경계
밀양하남,경상남도,밀양시,밀양시,하남읍,수산리,2021-02-18,-7.818,경계
밀양하남,경상남도,밀양시,밀양시,하남읍,수산리,2021-02-23,-7.818,경계
밀양하남,경상남도,밀양시,밀양시,하남읍,수산리,2021-02-09,-7.818,경계
밀양하남,경상남도,밀양시,밀양시,하남읍,수산리,2021-02-25,-7.489,경계
밀양하남,경상남도,밀양시,밀양시,하남읍,수산리,2021-02-06,-7.818,경계
밀양하남,경상남도,밀양시,밀양시,하남읍,수산리,2021-02-12,-7.818,경계
밀양하남,경상남도,밀양시,밀양시,하남읍,수산리,2021-02-07,-7.818,경계
밀양하남,경상남도,밀양시,밀양시,하남읍,수산리,2021-02-27,-7.105,경계
밀양하남,경상남도,밀양시,밀양시,하남읍,수산리,2021-02-20,-7.818,경계
밀양하남,경상남도,밀양시,밀양시,하남읍,수산리,2021-02-14,-7.818,경계
밀양하남,경상남도,밀양시,밀양시,하남읍,수산리,2021-02-11,-7.818,경계
밀양하남,경상남도,밀양시,밀양시,하남읍,수산리,2021-02-10,-7.818,경계
밀양하남,경상남도,밀양시,밀양시,하남읍,수산리,2021-02-24,-7.818,경계
밀양하남,경상남도,밀양시,밀양시,하남읍,수산리,2021-02-03,-7.818,경계
밀양하남,경상남도,밀양시,밀양시,하남읍,수산리,2021-02-28,-7.105,경계
밀양하남,경상남도,밀양시,밀양시,하남읍,수산리,2021-02-21,-7.818,경계
밀양하남,경상남도,밀양시,밀양시,하남읍,수산리,2021-02-17,-7.818,경계
사천사천,경상남도,사천시,사천시,사천읍,구암리,2021-02-01,26.672,정상
사천사천,경상남도,사천시,사천시,사천읍,구암리,2021-02-02,26.699,정상
